Date,Open,High,Low,Close,Vol
2005-10-12,169.33,174.30,168.24,173.14,780665
2005-10-13,173.19,177.13,172.09,173.73,1000254
2005-10-14,173.75,175.70,171.81,172.89,567805
2005-10-17,172.56,174.42,170.56,172.81,478854
2005-10-18,172.81,175.12,171.27,173.74,459664
2005-10-19,173.53,174.87,169.04,169.75,752862
2005-10-20,169.87,171.83,166.50,169.95,677299
2005-10-21,169.95,172.00,167.82,170.26,544366
2005-10-24,170.14,172.43,167.64,170.78,494428
2005-10-25,170.55,171.01,166.13,166.67,489858
2005-10-26,166.24,167.25,160.99,162.08,619093
2005-10-27,161.67,163.66,158.24,160.35,581467
2005-10-28,158.25,159.58,150.42,153.16,860379
2005-10-31,152.39,155.73,150.79,153.86,492553
2005-11-01,152.99,154.26,147.45,150.30,564255
2005-11-02,150.27,153.42,149.49,152.17,564761
2005-11-03,152.26,154.06,148.67,150.27,508538
2005-11-04,150.35,152.44,148.09,151.15,415094
2005-11-07,150.96,152.07,148.23,150.27,414236
2005-11-08,150.22,152.11,148.69,151.45,425223
2005-11-09,151.44,154.46,149.98,151.93,677469
2005-11-10,151.40,151.89,145.55,146.09,545529
2005-11-11,145.33,147.79,143.68,146.06,335534
2005-11-14,145.55,147.45,143.80,146.00,290634
2005-11-15,146.20,147.76,143.67,144.42,312056
2005-11-16,144.09,146.18,141.83,145.63,366451
2005-11-17,145.12,146.88,143.67,145.72,377048
2005-11-18,145.61,151.86,145.01,150.32,903451
2005-11-21,150.63,152.48,149.23,150.72,563793
2005-11-22,150.56,150.96,147.60,147.83,315131
2005-11-23,147.09,149.76,146.23,149.01,305684
2005-11-24,148.83,151.26,148.12,149.88,372395
2005-11-25,149.73,150.67,148.33,149.88,295768
2005-11-28,150.25,151.07,148.24,149.08,253073
2005-11-29,149.02,149.99,147.50,148.22,257743
2005-11-30,147.95,148.79,146.15,147.80,261172
2005-12-01,147.66,148.73,146.41,147.40,187507
2005-12-02,147.32,149.07,145.98,147.15,300702
2005-12-05,146.71,148.10,143.57,144.95,418226
2005-12-06,144.61,148.25,143.78,147.06,463358
2005-12-07,147.13,148.31,145.57,147.37,353113
2005-12-08,147.34,149.91,146.53,148.60,471327
2005-12-09,148.59,152.84,147.80,152.11,655796
2005-12-12,152.56,156.41,151.42,154.70,779192
2005-12-13,154.58,155.94,152.21,154.55,555479
2005-12-14,154.41,156.45,153.20,155.59,477050
2005-12-15,155.71,157.49,153.73,154.32,511224
2005-12-16,154.10,155.61,152.52,154.88,399479
2005-12-19,154.77,156.34,153.92,155.13,314143
2005-12-20,155.11,157.19,154.12,156.57,411784
2005-12-21,156.71,158.57,155.36,156.52,519452
2005-12-22,156.27,157.32,155.11,156.71,283926
2005-12-23,156.72,159.51,156.40,159.16,551801
2005-12-26,159.37,161.24,158.59,159.74,605859
2005-12-27,159.66,160.33,157.56,158.68,525818
2005-12-28,158.63,159.38,156.83,158.08,428131
2005-12-29,160.96,166.89,160.10,165.54,1129693
2005-12-30,166.43,167.72,162.04,163.63,862095
2006-01-04,163.79,167.06,162.72,165.72,765074
2006-01-05,165.82,167.41,163.86,166.24,917550
2006-01-06,166.25,170.27,164.92,168.87,1171042
2006-01-09,168.88,172.82,167.99,172.11,936216
2006-01-10,174.34,175.97,171.15,174.33,1140807
2006-01-11,173.93,174.90,170.65,171.31,908071
2006-01-12,170.94,173.93,170.00,173.22,823935
2006-01-13,174.70,176.13,171.68,173.22,1098731
2006-01-16,173.25,174.26,169.51,169.84,882311
2006-01-17,168.97,170.44,166.52,167.85,854830
2006-01-18,167.78,172.39,167.23,171.74,934387
2006-01-19,171.90,173.62,170.05,172.29,923704
2006-01-20,174.05,177.41,171.53,175.67,1315896
2006-01-23,175.67,179.30,173.76,178.15,1260910
2006-01-24,178.16,186.07,177.14,183.29,2163854
2006-01-25,183.80,185.84,179.64,183.13,1295591
2006-02-06,183.69,191.57,182.15,190.64,1473382
2006-02-07,190.75,194.82,187.75,190.75,1703024
2006-02-08,190.56,194.68,188.20,192.68,1328293
2006-02-09,192.80,196.94,190.08,191.42,1570838
2006-02-10,191.82,203.20,191.32,200.89,2757971
2006-02-13,201.33,207.30,197.60,206.28,2341186
2006-02-14,206.21,207.06,201.60,203.54,1257439
2006-02-15,205.12,209.10,202.48,204.42,1469248
2006-02-16,204.91,205.74,194.00,194.99,2105535
2006-02-17,194.47,198.36,191.01,191.91,1355922
2006-02-20,191.93,197.67,189.94,192.54,1340133
2006-02-21,192.40,197.75,188.96,197.22,1236725
2006-02-22,197.32,201.71,195.76,198.32,1359593
2006-02-23,198.27,200.42,193.30,197.09,998595
2006-02-24,196.90,199.07,194.97,197.14,818121
2006-02-27,197.36,198.85,193.36,194.82,784710
2006-02-28,195.21,198.12,191.11,196.11,1011108
2006-03-01,195.97,198.09,193.61,195.50,784531
2006-03-02,195.53,196.54,188.81,190.19,885539
2006-03-03,190.15,193.54,188.54,191.82,795482
2006-03-06,192.04,194.12,187.99,188.91,791179
2006-03-07,188.54,189.62,181.40,182.39,941453
2006-03-08,181.99,185.08,179.55,183.39,746014
2006-03-09,182.78,184.02,180.37,181.58,433668
2006-03-10,181.95,185.09,181.27,182.83,505712
2006-03-13,182.46,185.67,181.40,184.34,500881
2006-03-14,184.61,186.25,182.77,185.28,421189
2006-03-15,185.31,189.18,184.41,188.50,708084
2006-03-16,188.58,189.57,185.74,186.70,656742
2006-03-17,186.75,187.69,183.12,184.37,590259
2006-03-20,184.20,187.28,182.63,186.26,553035
2006-03-21,186.55,192.08,186.14,189.68,1047237
2006-03-22,189.96,196.30,188.80,195.83,1265639
2006-03-23,195.97,198.03,193.18,196.03,1006794
2006-03-24,196.17,198.49,192.18,192.87,854497
2006-03-27,192.87,196.24,191.07,195.39,779029
2006-03-28,195.78,197.74,193.77,195.97,733620
2006-03-29,196.03,197.82,193.43,195.10,1000486
2006-03-30,195.87,202.55,194.64,198.24,1726832
2006-03-31,198.02,202.72,196.45,201.89,1258313
2006-04-03,203.47,209.06,202.35,206.29,2042857
2006-04-04,207.39,209.65,201.57,205.61,1760404
2006-04-05,205.22,207.26,201.93,205.24,1379773
2006-04-06,206.27,209.63,203.10,206.12,2094819
2006-04-07,205.86,207.35,198.41,202.00,2121541
2006-04-10,202.30,212.26,201.08,211.47,2808547
2006-04-11,213.18,219.92,207.92,215.90,3320395
2006-04-12,215.36,218.08,210.71,213.03,2292803
2006-04-13,211.79,213.34,201.54,202.21,2100726
2006-04-14,201.33,206.69,199.79,205.90,1247741
2006-04-17,204.70,207.01,201.96,204.41,1322957
2006-04-18,205.03,207.40,202.25,204.70,1036655
2006-04-19,204.77,207.99,200.72,206.30,1671778
2006-04-20,207.37,212.38,201.31,208.87,2531291
2006-04-21,208.67,215.54,204.31,212.43,2838024
2006-04-24,212.75,220.42,208.27,214.13,3157270
2006-04-25,212.91,230.10,206.40,225.27,3878802
2006-04-26,226.39,234.52,218.77,220.64,3107020
2006-04-27,219.89,223.78,213.59,217.66,1713630
2006-04-28,214.36,221.26,209.42,218.65,1521821
2006-05-08,219.26,228.46,217.65,226.22,1955716
2006-05-09,226.28,229.94,221.18,227.20,2718321
2006-05-10,228.53,238.64,224.56,234.01,3357627
2006-05-11,233.78,246.09,228.59,232.44,4208622
2006-05-12,231.55,241.00,229.35,238.71,3418424
2006-05-15,243.26,258.12,239.76,257.40,4618217
2006-05-16,257.81,271.63,244.18,250.60,4682294
2006-05-17,250.22,259.76,238.58,247.52,3084619
2006-05-18,245.12,247.19,234.35,240.65,2108820
2006-05-19,240.43,252.15,238.54,247.68,2814087
2006-05-22,248.24,255.80,244.80,251.51,2425155
2006-05-23,250.03,250.87,236.08,238.49,2407689
2006-05-24,240.08,247.41,229.52,235.79,2417511
2006-05-25,236.29,245.27,234.13,243.01,1939283
2006-05-26,242.93,246.61,240.73,245.13,1263419
2006-05-29,246.35,252.07,242.22,250.62,1795461
2006-05-30,250.89,262.51,245.92,258.95,3124776
2006-05-31,256.92,263.95,248.72,252.80,2906175
2006-06-01,252.68,260.50,250.21,258.22,1792123
2006-06-02,260.12,263.27,249.83,253.12,2082401
2006-06-05,253.15,258.83,248.85,257.29,1797954
2006-06-06,256.84,261.36,252.46,257.52,1784543
2006-06-07,257.10,260.65,237.99,239.75,2046630
2006-06-08,237.33,245.94,231.26,242.99,1810035
2006-06-09,241.60,243.39,230.52,232.24,1342603
2006-06-12,231.20,237.40,228.68,233.39,857534
2006-06-13,233.25,238.04,228.72,232.92,937593
2006-06-14,231.83,232.65,221.92,225.31,873910
2006-06-15,224.74,229.48,223.31,225.04,609421
2006-06-16,226.06,232.29,225.50,231.34,865612
2006-06-19,230.29,236.59,227.37,233.98,1004642
2006-06-20,234.06,236.01,230.25,233.46,765784
2006-06-21,233.60,242.60,232.80,239.75,1416316
2006-06-22,242.05,245.90,238.77,244.87,1183248
2006-06-23,244.06,246.49,235.90,238.01,1328329
2006-06-26,238.10,241.64,235.08,240.27,1051895
2006-06-27,240.30,243.24,237.10,240.06,1078861
2006-06-28,240.98,243.41,238.53,241.24,871337
2006-06-29,239.70,244.77,238.58,243.04,1413112
2006-06-30,244.97,251.19,241.20,247.58,2031128
2006-07-03,248.37,253.53,246.89,251.83,1470094
2006-07-04,253.20,255.99,246.77,249.29,1734181
2006-07-05,248.43,250.81,240.46,245.29,1699170
2006-07-06,244.97,253.28,244.05,251.56,1536632
2006-07-07,253.67,255.99,249.05,251.89,1658350
2006-07-10,251.66,253.65,247.26,251.41,933259
2006-07-11,251.19,253.14,246.91,250.39,1112359
2006-07-12,249.16,255.98,246.95,251.27,2129409
2006-07-13,249.80,252.54,234.55,235.33,2316880
2006-07-14,233.21,239.60,230.99,236.81,1440670
2006-07-17,236.51,244.64,234.25,243.37,1469883
2006-07-18,243.39,247.13,240.12,244.59,1321636
2006-07-19,244.29,245.22,235.13,237.32,1370723
2006-07-20,236.80,241.85,234.37,238.35,961835
2006-07-21,238.36,240.87,234.97,237.73,923506
2006-07-24,234.52,236.52,229.79,233.64,974125
2006-07-25,233.71,238.60,233.08,236.50,841755
2006-07-26,237.19,239.72,234.61,236.45,818294
2006-07-27,236.28,239.74,231.43,233.67,970263
2006-07-28,232.68,234.82,227.19,229.99,1006941
2006-07-31,229.35,230.32,217.84,218.97,1085497
2006-08-01,218.92,223.53,215.09,217.29,831949
2006-08-02,217.46,221.44,212.63,217.62,888063
2006-08-03,217.61,219.91,214.62,217.26,530393
2006-08-04,217.89,220.13,209.64,210.31,735508
2006-08-07,208.95,211.51,203.77,206.13,677562
2006-08-08,206.53,213.51,205.99,212.84,638317
2006-08-09,213.23,215.02,210.04,212.30,573744
2006-08-10,212.49,217.19,211.32,216.16,706890
2006-08-11,216.36,218.28,212.58,216.53,682873
2006-08-14,216.33,218.21,208.93,210.37,706200
2006-08-15,210.10,214.92,208.81,214.07,626714
2006-08-16,214.19,218.67,212.29,217.35,707416
2006-08-17,216.78,218.17,212.66,215.29,616210
2006-08-18,214.98,217.36,212.46,213.60,395752
2006-08-21,208.06,214.99,205.35,214.51,582975
2006-08-22,214.45,218.66,213.17,216.29,789114
2006-08-23,216.67,218.82,214.10,215.42,633322
2006-08-24,215.98,217.58,212.21,215.71,682353
2006-08-25,215.70,219.17,214.51,216.58,766905
2006-08-28,216.52,221.13,215.25,219.86,1072238
2006-08-29,220.77,225.22,218.80,220.44,1447077
2006-08-30,220.16,222.58,217.81,220.46,993945
2006-08-31,220.45,222.98,217.91,220.90,1269472
2006-09-01,220.90,221.92,215.18,215.92,663079
2006-09-04,215.72,218.84,214.63,218.21,534583
2006-09-05,218.35,220.02,215.93,217.58,593239
2006-09-06,217.76,221.87,216.39,220.86,685647
2006-09-07,221.32,221.82,216.12,217.40,544402
2006-09-08,217.27,219.15,216.18,217.32,388925
2006-09-11,217.32,218.31,213.08,216.03,452218
2006-09-12,215.97,218.58,214.68,217.31,519663
2006-09-13,217.44,219.66,215.35,216.01,692803
2006-09-14,215.91,217.23,212.26,214.65,600792
2006-09-15,214.50,219.61,213.26,218.70,933855
2006-09-18,219.58,222.60,217.99,221.83,873956
2006-09-19,222.49,225.47,220.05,221.83,1020005
2006-09-20,221.35,222.85,218.61,220.68,816048
2006-09-21,220.57,223.79,219.36,221.54,946097
2006-09-22,221.89,223.42,217.06,218.04,1054912
2006-09-25,217.53,219.30,213.78,215.66,997226
2006-09-26,215.43,216.97,211.39,213.38,799975
2006-09-27,212.95,215.69,211.21,214.17,749258
2006-09-28,214.53,216.96,213.28,215.56,658175
2006-09-29,215.98,217.90,214.96,216.60,657086
2006-10-09,218.75,220.27,215.63,217.77,815907
2006-10-10,218.29,219.77,215.92,218.40,752104
2006-10-11,218.66,222.44,217.10,221.24,1147731
2006-10-12,221.52,224.45,218.11,221.95,1124510
2006-10-13,221.78,224.95,220.66,222.67,1052026
2006-10-16,223.37,227.37,222.06,224.63,1482262
2006-10-17,224.81,226.73,222.26,224.19,941468
2006-10-18,224.34,225.72,221.64,224.79,841674
2006-10-19,224.96,226.56,222.62,224.44,936725
2006-10-20,224.58,226.14,220.49,221.99,961478
2006-10-23,221.54,225.57,217.41,219.16,1121879
2006-10-24,219.13,224.08,218.62,222.97,944432
2006-10-25,223.55,224.85,219.64,221.31,800043
2006-10-26,221.53,222.99,219.06,220.35,691552
2006-10-27,220.22,220.79,215.15,216.39,889081
2006-10-30,215.42,219.87,213.68,218.84,736349
2006-10-31,218.97,223.23,217.78,222.25,1013097
2006-11-01,222.34,227.47,220.77,226.51,1444649
2006-11-02,226.88,231.97,224.62,226.88,1580018
2006-11-03,227.09,230.38,225.30,228.22,1127615
2006-11-06,226.41,229.39,224.63,228.13,918737
2006-11-07,229.22,243.24,228.77,236.56,3069554
2006-11-08,235.94,237.11,230.59,231.31,1174681
2006-11-09,230.84,233.97,228.17,232.96,961300
2006-11-10,233.26,234.97,224.05,225.91,1163201
2006-11-13,225.70,227.72,216.51,218.28,1226540
2006-11-14,218.32,221.85,214.02,220.41,1002593
2006-11-15,220.48,224.77,217.66,224.00,973748
2006-11-16,225.48,228.09,220.21,220.85,1169471
2006-11-17,219.91,224.29,217.30,223.06,1532109
2006-11-20,222.83,225.14,218.76,222.47,1181927
2006-11-21,222.34,232.00,219.45,231.00,2088654
2006-11-22,231.64,234.23,226.92,229.74,1753541
2006-11-23,229.85,233.91,227.25,230.86,1541268
2006-11-24,230.75,233.73,227.41,231.42,1350345
2006-11-27,231.29,237.42,230.14,235.39,1442077
2006-11-28,235.59,238.71,231.21,233.27,1372223
2006-11-29,231.01,235.13,227.63,233.11,1357599
2006-11-30,233.48,239.68,232.82,237.40,2094545
2006-12-01,237.77,247.96,234.64,245.15,3359238
2006-12-04,246.16,251.41,243.57,247.80,2776486
2006-12-05,248.58,253.51,245.14,248.90,2471139
2006-12-06,248.59,251.08,234.99,242.59,2861391
2006-12-07,241.83,253.50,238.57,244.48,3104229
2006-12-08,242.12,244.39,232.93,233.89,2369426
2006-12-11,233.26,240.83,232.58,240.04,1598221
2006-12-12,241.17,244.17,236.07,239.91,1577661
2006-12-13,240.25,247.00,238.13,244.28,1838897
2006-12-14,245.19,251.75,243.43,248.19,2242310
2006-12-15,249.14,253.93,246.66,249.97,2040041
2006-12-18,250.94,261.55,249.19,256.51,3284619
2006-12-19,257.55,259.81,248.78,254.70,2694601
2006-12-20,253.40,260.29,249.37,258.25,2257103
2006-12-21,259.13,275.33,258.04,266.04,4923437
2006-12-22,265.04,274.08,261.89,266.79,2984638
2006-12-25,267.39,272.25,262.23,265.70,2174334
2006-12-26,265.81,270.98,257.21,262.18,2107549
2006-12-27,262.52,267.22,259.38,263.74,1674547
2006-12-28,266.69,273.74,258.99,263.15,2257296
2006-12-29,264.29,271.80,261.22,266.41,2542036
2007-01-04,271.83,282.48,267.79,271.30,4103620
2007-01-05,271.06,291.14,268.95,289.42,4128004
2007-01-08,291.61,301.20,287.75,294.73,3514408
2007-01-09,296.16,301.67,290.41,299.03,2944726
2007-01-10,299.59,312.15,292.85,308.42,3548232
2007-01-11,308.27,317.15,300.67,304.44,3468766
2007-01-12,300.92,305.85,281.56,283.97,3690260
2007-01-15,283.04,297.49,279.15,296.29,2597326
2007-01-16,297.75,300.56,288.69,294.93,2700156
2007-01-17,295.47,306.64,287.90,294.73,3449594
2007-01-18,296.30,304.77,288.77,301.17,3125446
2007-01-19,305.50,315.21,303.34,311.88,3800714
2007-01-22,317.38,330.58,315.98,327.53,3937755
2007-01-23,332.24,337.33,316.31,328.33,3917179
2007-01-24,328.75,332.35,320.65,326.27,2929600
2007-01-25,323.40,326.64,309.32,311.46,2844148
2007-01-26,307.11,319.30,294.61,316.16,3043034
2007-01-29,318.95,328.51,315.28,325.41,3008818
2007-01-30,328.12,341.18,324.32,334.69,3983066
2007-01-31,334.80,336.44,307.82,311.29,3118661
2007-02-01,307.22,325.85,302.76,319.75,2884403
2007-02-02,320.53,326.23,307.32,311.46,2362872
2007-02-05,311.79,322.02,309.44,316.63,2071208
2007-02-06,318.38,323.74,308.67,318.34,2232667
2007-02-07,319.73,324.81,314.33,320.82,2494178
2007-02-08,321.58,330.81,316.50,327.66,2633240
2007-02-09,328.21,332.95,320.57,325.64,2268030
2007-02-12,326.19,334.13,322.77,331.23,2165133
2007-02-13,332.67,343.16,329.82,340.21,2714527
2007-02-14,341.91,352.82,338.09,347.74,3184896
2007-02-15,349.49,356.48,344.68,352.79,3152020
2007-02-16,354.86,361.29,347.18,351.75,3351089
2007-02-26,354.00,376.05,350.29,373.75,3937443
2007-02-27,377.00,387.48,337.92,338.77,5565207
2007-02-28,338.12,363.69,336.76,361.51,3613785
2007-03-01,364.48,370.72,347.49,356.77,4542841
2007-03-02,355.34,362.71,350.22,355.87,2915035
2007-03-05,355.91,360.89,336.00,345.87,3389070
2007-03-06,343.69,349.23,337.20,346.06,1838564
2007-03-07,347.91,357.30,346.10,354.54,2212151
2007-03-08,355.82,361.57,350.05,359.33,2404539
2007-03-09,360.23,362.94,350.33,354.77,2382687
2007-03-12,355.15,368.63,351.74,366.12,3226862
2007-03-13,366.93,375.87,361.78,372.04,3068774
2007-03-14,368.33,371.23,355.47,363.59,3148294
2007-03-15,363.89,374.74,361.65,369.28,3434106
2007-03-16,370.35,375.72,358.42,363.81,3398621
2007-03-19,351.27,368.19,348.14,363.60,2687592
2007-03-20,364.32,374.07,360.04,371.73,2703672
2007-03-21,373.34,376.27,366.55,371.63,2630538
2007-03-22,373.03,384.81,369.13,376.06,3905893
2007-03-23,376.50,384.70,369.77,381.60,3686539
2007-03-26,382.77,392.87,379.61,389.89,3524032
2007-03-27,391.50,396.80,385.27,391.18,3222461
2007-03-28,392.05,395.54,372.35,387.33,4172272
2007-03-29,387.12,390.74,374.13,376.61,3275258
2007-03-30,375.28,383.93,371.83,380.57,2174225
2007-04-02,382.41,389.76,378.47,387.85,2415658
2007-04-03,390.05,400.87,387.50,399.00,3472841
2007-04-04,400.16,405.39,392.74,398.52,3396186
2007-04-05,398.61,407.32,395.13,404.04,2926917
2007-04-06,402.00,423.38,399.07,419.11,4474527
2007-04-09,424.90,435.58,420.02,427.88,3935265
2007-04-10,426.74,439.18,416.01,433.57,4719002
2007-04-11,435.92,441.73,425.04,434.69,4141878
2007-04-12,435.36,454.06,431.80,447.77,4369017
2007-04-13,447.85,457.87,437.83,443.61,4190608
2007-04-16,444.97,462.93,443.28,458.84,3571702
2007-04-17,462.78,482.18,456.88,477.10,4510448
2007-04-18,480.41,507.50,472.71,497.98,4297941
2007-04-19,498.47,501.50,453.94,472.09,5396359
2007-04-20,475.27,510.25,474.54,506.26,3912627
2007-04-23,520.55,546.81,512.68,535.61,5027990
2007-04-24,540.88,555.14,525.02,538.38,5542864
2007-04-25,534.83,546.49,513.53,534.61,4380440
2007-04-26,536.08,557.21,530.98,552.38,3644191
2007-04-27,553.77,563.03,535.10,544.08,3284169
2007-04-30,542.43,549.50,528.41,539.33,3355558
2007-05-08,549.76,565.54,538.40,557.55,4158096
2007-05-09,557.90,578.47,535.56,563.19,4593922
2007-05-10,564.95,581.74,550.81,571.93,4630070
2007-05-11,567.12,578.92,550.78,569.70,4017497
2007-05-14,558.05,586.49,551.67,572.14,3609951
2007-05-15,573.17,583.50,547.90,552.98,3833327
2007-05-16,553.15,583.25,545.33,579.84,4025993
2007-05-17,583.94,608.76,576.37,596.20,4244413
2007-05-18,595.65,616.07,586.97,604.56,3532476
2007-05-21,583.91,652.20,578.76,647.87,5154879
2007-05-22,658.09,694.63,651.19,664.09,5804766
2007-05-23,666.71,676.78,652.39,669.53,3798841
2007-05-24,671.25,679.87,637.60,654.59,4476143
2007-05-25,649.44,668.31,639.34,653.72,3372544
2007-05-28,658.38,680.92,651.63,666.21,3755425
2007-05-29,669.42,702.09,660.73,695.08,4746310
2007-05-30,651.60,689.52,633.95,637.92,4824707
2007-05-31,619.35,659.05,586.09,638.78,4612990
2007-06-01,635.02,660.70,593.52,598.66,3962716
2007-06-04,596.12,608.54,541.05,543.12,2918138
2007-06-05,520.67,575.50,499.40,572.65,4267830
2007-06-06,576.87,613.17,557.84,603.40,4524763
2007-06-07,608.26,644.58,604.64,627.32,4275278
2007-06-08,630.77,646.54,616.90,633.31,3338330
2007-06-11,637.23,670.22,634.00,657.34,3556359
2007-06-12,659.94,686.31,637.08,679.03,4256602
2007-06-13,687.35,703.67,672.10,681.67,3722153
2007-06-14,680.43,694.99,660.49,678.79,3802183
2007-06-15,672.76,687.48,662.50,673.57,2311844
2007-06-18,684.27,701.91,675.67,684.56,3018665
2007-06-19,684.81,705.77,669.89,698.53,3185100
2007-06-20,701.38,727.24,673.40,682.66,2843076
2007-06-21,679.33,703.94,666.24,686.55,2515128
2007-06-22,686.34,696.16,638.53,660.47,2293803
2007-06-25,659.61,678.43,619.77,627.10,2235274
2007-06-26,616.07,642.49,595.30,638.56,2039772
2007-06-27,642.55,664.42,631.39,659.92,1896325
2007-06-28,659.96,673.33,624.92,626.98,2038783
2007-06-29,610.03,638.88,595.32,619.17,1807835
2007-07-02,617.01,635.36,605.69,625.34,1239783
2007-07-03,630.74,645.25,619.80,636.80,1274331
2007-07-04,639.18,660.32,625.49,634.48,1340310
2007-07-05,623.52,638.69,601.24,606.29,1644986
2007-07-06,600.30,640.12,588.26,635.22,2101620
2007-07-09,641.02,682.87,636.51,672.91,2748390
2007-07-10,671.19,688.62,650.82,661.18,1942147
2007-07-11,655.75,682.22,650.12,673.38,1274952
2007-07-12,675.83,685.06,658.30,668.82,1501017
2007-07-13,668.18,677.58,651.17,664.62,1172525
2007-07-16,666.77,675.78,646.24,649.37,1251485
2007-07-17,643.08,666.67,632.88,658.96,1333798
2007-07-18,656.53,664.11,639.73,647.60,1528874
2007-07-19,645.89,654.64,631.44,638.89,1001712
2007-07-20,637.48,663.17,635.49,658.03,1545096
2007-07-23,662.10,706.02,661.05,700.82,2608043
2007-07-24,706.39,718.99,691.27,696.15,2361291
2007-07-25,695.54,754.03,693.76,743.64,3493016
2007-07-26,753.84,763.93,734.50,748.98,3026262
2007-07-27,743.15,793.65,729.86,778.71,3252117
2007-07-30,777.77,841.23,772.25,829.72,3628579
2007-07-31,834.29,868.61,813.95,830.14,3563781
2007-08-01,831.53,841.58,777.06,787.98,3524612
